Civilite,Nom,Prenom,Mandat,Circonscription,Departement,Candidat,Date_de_publication,,,,,,,,
M.,SENOT,Michel,Maire,Saclay,Essonne,PÉCRESSE Valérie,22/02/2022,,,,,,,,
M.,VIGOUROUX,Francisque,Maire,Igny,Essonne,PÉCRESSE Valérie,22/02/2022,,,,,,,,
M.,SANTINI,André,Maire,Issy-les-Moulineaux,Hauts-de-Seine,PÉCRESSE Valérie,22/02/2022,,,,,,,,
Mme,BOURREAU,Murielle,Conseillère régionale,Île-De-France,Seine-Saint-Denis,PÉCRESSE Valérie,22/02/2022,,,,,,,,
M.,DEMUYNCK,Christian,Maire,Neuilly-Plaisance,Seine-Saint-Denis,PÉCRESSE Valérie,22/02/2022,,,,,,,,
M.,BARNAUD,Jean-Pierre,Maire,Chennevières-sur-Marne,Val-de-Marne,PÉCRESSE Valérie,22/02/2022,,,,,,,,
Mme,BASTIER,Karine,Conseillère départementale,,Val-de-Marne,PÉCRESSE Valérie,22/02/2022,,,,,,,,
M.,BAZIN,Paul,Conseiller départemental,,Val-de-Marne,PÉCRESSE Valérie,22/02/2022,,,,,,,,
M.,GAUDIN,Philippe,Maire,Villeneuve-Saint-Georges,Val-de-Marne,PÉCRESSE Valérie,22/02/2022,,,,,,,,
Mme,NOWAK,Mélanie,Conseillère départementale,,Val-de-Marne,PÉCRESSE Valérie,22/02/2022,,,,,,,,
Mme,BASSIRE,Nathalie,Députée,3ème circonscription,La Réunion,PÉCRESSE Valérie,22/02/2022,,,,,,,,
Mme,IBRAHIM,Tahamida,Conseillère départementale,,Mayotte,PÉCRESSE Valérie,22/02/2022,,,,,,,,
Mme,GUION-FIRMIN,Claire,Députée,1ère circonscription,Saint-Martin / Saint-Barthélémy,PÉCRESSE Valérie,22/02/2022,,,,,,,,
Mme,LE GAYIC,Vaitea,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Polynésie française,PÉCRESSE Valérie,22/02/2022,,,,,,,,
Mme,TEROOATEA,Sylviane,Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier,,Polynésie française,PÉCRESSE Valérie,22/02/2022,,,,,,,,
M.,BEZARDIN,Alexandre,Conseiller à l'Assemblée des Français de l'étranger,Europe du Sud,Français de l'étranger,PÉCRESSE Valérie,22/02/2022,,,,,,,,
Mme,HULOT,Sandrine,Conseillère à l'Assemblée des Français de l'étranger,Etats-Unis d'Amérique,Français de l'étranger,PÉCRESSE Valérie,22/02/2022,,,,,,,,
M.,REMIGI,Victor,Président du conseil consulaire,Cambodge,Français de l'étranger,PÉCRESSE Valérie,22/02/2022,,,,,,,,
M.,DERAM,Philippe,Maire,Noyant-et-Aconin,Aisne,POUTOU Philippe,22/02/2022,,,,,,,,
M.,PINET,Jean-Louis,Maire,Assencières,Aube,POUTOU Philippe,22/02/2022,,,,,,,,
M.,MOURIES,Jérôme,Maire,Verrières,Aveyron,POUTOU Philippe,22/02/2022,,,,,,,,
M.,LEFORT,Didier,Maire délégué d'une commune associée ou d'une commune déléguée,Troarn,Calvados,POUTOU Philippe,22/02/2022,,,,,,,,
M.,WIELGOSIK,Frédéric,Maire délégué d'une commune associée ou d'une commune déléguée,Valdallière,Calvados,POUTOU Philippe,22/02/2022,,,,,,,,
M.,BERNARD,Guy,Maire,Orgedeuil,Charente,POUTOU Philippe,22/02/2022,,,,,,,,
M.,ROBIC,Guillaume,Maire,Rostrenen,Côtes-d'Armor,POUTOU Philippe,22/02/2022,,,,,,,,
M.,TOURNOUX,Pascal,Maire,Autechaux-Roide,Doubs,POUTOU Philippe,22/02/2022,,,,,,,,
Mme,CHEVROT,Brigitte,Maire,La Bâtie-des-Fonds,Drôme,POUTOU Philippe,22/02/2022,,,,,,,,
Mme,DESHAYES,Maryannick,Conseillère départementale,,Eure,POUTOU Philippe,22/02/2022,,,,,,,,
M.,COQUIL,Yvon,Maire,Landeleau,Finistère,POUTOU Philippe,22/02/2022,,,,,,,,
M.,TULARS,Bernard,Maire,Escaudes,Gironde,POUTOU Philippe,22/02/2022,,,,,,,,
M.,MOREAU,Eric,Maire,Nouans-les-Fontaines,Indre-et-Loire,POUTOU Philippe,22/02/2022,,,,,,,,
Mme,PALAZZI-VALLIER,Lydia,Maire,Château-Bernard,Isère,POUTOU Philippe,22/02/2022,,,,,,,,
M.,DAILLEDOUZE,François,Maire,Caudecoste,Lot-et-Garonne,POUTOU Philippe,22/02/2022,,,,,,,,
M.,FAUDEMER,Christian,Maire,Rauville-la-Place,Manche,POUTOU Philippe,22/02/2022,,,,,,,,
M.,GEANT,Patrice,Maire,Passavant-en-Argonne,Marne,POUTOU Philippe,22/02/2022,,,,,,,,
M.,HADOT,Jean-Philippe,Maire,Deuxville,Meurthe-et-Moselle,POUTOU Philippe,22/02/2022,,,,,,,,
Mme,ADLER,Véronique,Maire,Esnes-en-Argonne,Meuse,POUTOU Philippe,22/02/2022,,,,,,,,
M.,SEUTIN,Bernard,Maire,Nannay,Nièvre,POUTOU Philippe,22/02/2022,,,,,,,,
M.,CHAUSSE,Jean-Pierre,Maire,Fresne-Saint-Mamès,Haute-Saône,POUTOU Philippe,22/02/2022,,,,,,,,
M.,VALETTE,Edmond,Maire,Saules,Saône-et-Loire,POUTOU Philippe,22/02/2022,,,,,,,,
M.,ROISNEAU,François,Maire,Fromont,Seine-et-Marne,POUTOU Philippe,22/02/2022,,,,,,,,
Mme,DESPREZ,Maryline,Maire,Guerbigny,Somme,POUTOU Philippe,22/02/2022,,,,,,,,
M.,MAFFRE,Denis,Maire,Viane,Tarn,POUTOU Philippe,22/02/2022,,,,,,,,
Mme,BATTELIER,Liliane,Maire,Charmont-sous-Barbuise,Aube,ROCQUEMONT Antoine,22/02/2022,,,,,,,,
M.,QUINA,Olivier,Maire délégué d'une commune associée ou d'une commune déléguée,Tergnier,Aisne,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,FERRANDON,Jacques,Maire,Châtel-de-Neuvre,Allier,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,RENOIR,Gilles,Maire,Fays-la-Chapelle,Aube,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,QUINCEY,Roland,Maire,Saint-Pierre-des-Champs,Aude,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,HEUZÉ,Edithe,Conseillère départementale,,Calvados,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,CLAVIER,Gérard,Maire,Morogues,Cher,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,FERRANDI,Etienne,Maire,Alata,Corse-du-Sud,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,GOUYETTE,Ludovic,Conseiller départemental,,Côtes-d'Armor,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,THOMAS,Gilles,Maire,Plussulien,Côtes-d'Armor,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,MORTIER,Priça,Maire,Saint-Victor,Dordogne,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,SAURIN,Gérard,Maire,Saint-Léon-sur-l'Isle,Dordogne,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,CHATELAIN,Claude,Maire,Le Val,Doubs,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,HENRY,Jeanne,Conseillère départementale,,Doubs,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,MIAILLE,Christian,Maire,La Vernarède,Gard,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,BRINI,Bouziane,Maire,Bachas,Haute-Garonne,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,BERNEDE,Jean-Claude,Maire,Coirac,Gironde,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,TRAVAILLOT,Josette,Maire,Tizac-de-Curton,Gironde,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,CABANEL,Henri,Sénateur,,Hérault,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,PELE,Maria Alice,Conseillère régionale,Occitanie,Hérault,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,BACHÉ,Jean-Guy,Maire,Bougue,Landes,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,COUSSEAU,Hélène,Maire,Lesperon,Landes,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,CHAPELLE,Guy,Maire,Saint-Germain-Laprade,Haute-Loire,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,LUTZ,Jacques,Maire,Cambes,Lot,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,TESTUT,Jean-Pierre,Maire,Cahuzac,Lot-et-Garonne,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,ROUSSEAU,François,Maire,Port-Bail-sur-Mer,Manche,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,TRINOLI,Massimo,Maire,Arrancy-sur-Crusnes,Meuse,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,ALEXANDRE,Delphine,Conseillère régionale,Bretagne,Morbihan,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,JURCZAK,Serge,Maire,Serémange-Erzange,Moselle,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,LOCTIN,Emmanuel,Maire,Chevenon,Nièvre,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,ASCONE,Guiseppe,Maire,Louvroil,Nord,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,NANCEL,Sébastien,Conseiller départemental,,Oise,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,CARRÈRE,Hervé,Maire,Batsère,Hautes-Pyrénées,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,GARCIA,Nicolas,Conseiller départemental,,Pyrénées-Orientales,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,FARGEAS,Bernard,Maire,Montsapey,Savoie,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,AQUA,Jean-Noël,Conseiller de Paris,,Paris,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,LEBOUC,Michel,Maire,Magnanville,Yvelines,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,PENICAUD,Bernard,Conseiller départemental,,Deux-Sèvres,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,MONGNE,Jean-Paul,Maire,Gamaches,Somme,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,FROMENT,René,Maire,Sainte-Radégonde-des-Noyers,Vendée,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,ARASA,Marie-Claire,Conseillère départementale,,Essonne,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,BUFFET,Marie-George,Députée,4ème circonscription,Seine-Saint-Denis,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,MIGNOT,Didier,Conseiller régional,Île-De-France,Seine-Saint-Denis,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,AGGOUNE,Fatiha,Conseillère départementale,,Val-de-Marne,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,GERGEN,Colette,Conseillère régionale,Île-De-France,Val-de-Marne,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,RABARDEL,Evelyne,Conseillère départementale,,Val-de-Marne,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,SAVOLDELLI,Pascal,Sénateur,,Val-de-Marne,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,TRAORÉ,Ibrahima,Conseiller départemental,,Val-de-Marne,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,ERUDEL,Isabelle,Conseillère départementale,,La Réunion,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,GIRONCEL,Maurice,Maire,Sainte-Suzanne,La Réunion,ROUSSEL Fabien,22/02/2022,,,,,,,,
Mme,GIRONCEL DAMOUR,Nadine,Conseillère régionale,La Réunion,La Réunion,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,LANGENIER,Jean Yves,Conseiller départemental,,La Réunion,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,SOTACA,René,Conseiller départemental,,La Réunion,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,AUBERT,Jacky,Président du conseil consulaire,Maroc - 2e circonscription,Français de l'étranger,ROUSSEL Fabien,22/02/2022,,,,,,,,
M.,MAILLET,Fabrice,Maire délégué d'une commune associée ou d'une commune déléguée,Lys-Haut-Layon,Maine-et-Loire,SAINT-PAUL Laetitia,22/02/2022,,,,,,,,
Mme,DELOT,Corinne,Maire,Novel,Haute-Savoie,SMATI  Rafik,22/02/2022,,,,,,,,
M.,GUEGUENIAT,Franck,Maire,Épron,Calvados,TAUBIRA Christiane,22/02/2022,,,,,,,,
Mme,GORON,Béatrice,Maire,Pandrignes,Corrèze,TAUBIRA Christiane,22/02/2022,,,,,,,,
M.,N'DIAYE,Massar,Conseiller départemental,,Côte-d'Or,TAUBIRA Christiane,22/02/2022,,,,,,,,
Mme,LE TANNO-GUEGAN,Marie-Claude,Maire,Lescouët-Gouarec,Côtes-d'Armor,TAUBIRA Christiane,22/02/2022,,,,,,,,
M.,AUCOUTURIER,Alex,Maire,Saint-Yrieix-les-Bois,Creuse,TAUBIRA Christiane,22/02/2022,,,,,,,,
M.,DAREAU,Jean-Claude,Maire,Saint-Hilaire-d'Estissac,Dordogne,TAUBIRA Christiane,22/02/2022,,,,,,,,
Mme,POIRÉE,Karine,Maire,Aubenasson,Drôme,TAUBIRA Christiane,22/02/2022,,,,,,,,
Mme,FALIERES,Monique,Conseillère régionale,Occitanie,Haute-Garonne,TAUBIRA Christiane,22/02/2022,,,,,,,,
Mme,NACHEZ,Marie-Françoise,Maire,Arboras,Hérault,TAUBIRA Christiane,22/02/2022,,,,,,,,
M.,FOURET,Raymond,Maire,Sainte-Florine,Haute-Loire,TAUBIRA Christiane,22/02/2022,,,,,,,,
M.,CHASSOULIER,Gérard,Maire,Montigné-lès-Rairies,Maine-et-Loire,TAUBIRA Christiane,22/02/2022,,,,,,,,
M.,PAYEUR,Emmanuel,Maire,Chaudeney-sur-Moselle,Meurthe-et-Moselle,TAUBIRA Christiane,22/02/2022,,,,,,,,
Mme,STRAUSS,Marie-Astrid,Maire,Ronvaux,Meuse,TAUBIRA Christiane,22/02/2022,,,,,,,,
M.,BAZIN,Fabien,Conseiller départemental,,Nièvre,TAUBIRA Christiane,22/02/2022,,,,,,,,
M.,RAMPON,Michel,Maire,Longessaigne,Rhône,TAUBIRA Christiane,22/02/2022,,,,,,,,
M.,LEFEBVRE,Jean-Michel,Maire,Le Causé,Tarn-et-Garonne,TAUBIRA Christiane,22/02/2022,,,,,,,,
Mme,LAROCHE,Florence,Conseillère départementale,,Seine-Saint-Denis,TAUBIRA Christiane,22/02/2022,,,,,,,,
Mme,SAID ANZUM,Zaïnaba,Conseillère départementale,,Seine-Saint-Denis,TAUBIRA Christiane,22/02/2022,,,,,,,,
Mme,BORDAGE,Graziella,Maire,Cozes,Charente-Maritime,THOUY Hélène,22/02/2022,,,,,,,,
Mme,SOULEFOUR,Marie Christine,Maire,Latronche,Corrèze,THOUY Hélène,22/02/2022,,,,,,,,
Mme,AYAD,Danièle,Maire,Villaines-les-Prévôtes,Côte-d'Or,THOUY Hélène,22/02/2022,,,,,,,,
M.,GUYARD,Gilles,Maire,Touillon,Côte-d'Or,THOUY Hélène,22/02/2022,,,,,,,,
M.,GONIN,Michel,Maire,Viéthorey,Doubs,THOUY Hélène,22/02/2022,,,,,,,,
M.,HERNANDEZ,Didier,Maire,Les Grangettes,Doubs,THOUY Hélène,22/02/2022,,,,,,,,
M.,AUDURIER,Philippe,Président d'un EPCI à fiscalité propre,CC Douarnenez Communauté,Finistère,THOUY Hélène,22/02/2022,,,,,,,,
M.,PONCELET,Jean-François,Maire,Calès,Lot,THOUY Hélène,22/02/2022,,,,,,,,
M.,SANSON,Bruno,Maire,Sotteville,Manche,THOUY Hélène,22/02/2022,,,,,,,,
M.,GRASSER,Jean-Claude,Maire,Clémery,Meurthe-et-Moselle,THOUY Hélène,22/02/2022,,,,,,,,
M.,NICOLAS,Alex,Maire délégué d'une commune associée ou d'une commune déléguée,Vigneulles-lès-Hattonchâtel,Meuse,THOUY Hélène,22/02/2022,,,,,,,,
Mme,DRELA,Geneviève,Maire,Cambronne-lès-Ribécourt,Oise,THOUY Hélène,22/02/2022,,,,,,,,
M.,ROUSSEAU,Michael,Maire,Jouy-sur-Morin,Seine-et-Marne,THOUY Hélène,22/02/2022,,,,,,,,
Mme,TOULLIER,Catherine,Maire,Armeau,Yonne,THOUY Hélène,22/02/2022,,,,,,,,
Mme,MENNELET,Geneviève,Maire,Chalou-Moulineux,Essonne,THOUY Hélène,22/02/2022,,,,,,,,
M.,NORMIER,Christophe,Conseiller régional,Bourgogne-Franche-Comté,Saône-et-Loire,WAECHTER Antoine,22/02/2022,,,,,,,,
M.,PETIT,David,Maire,Barenton-Cel,Aisne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,FISCHER,Pierre,Maire,Montfuron,Alpes-de-Haute-Provence,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,CHERKI,Stéphane,Maire,Èze,Alpes-Maritimes,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,CAVROY,Antoine,Maire,Saint-André-en-Vivarais,Ardèche,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,CHABAL,Jacques,Maire,Le Cheylard,Ardèche,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,DE BOUTEVILLE,Xavier,Maire,Brienne-sur-Aisne,Ardennes,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,LAGARDE,Christian,Maire,Poilcourt-Sydney,Ardennes,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,DU FAYET DE LA TOUR,Eric Marie Philippe,Maire,Fonters-du-Razès,Aude,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,BACH,Raphaël,Maire,Pierrefiche,Aveyron,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,CASTANIER,Bernard,Maire,Lestrade-et-Thouels,Aveyron,ZEMMOUR Éric,22/02/2022,,,,,,,,
Mme,TENDIL,Lysiane,Maire,Saint-Jean-du-Bruel,Aveyron,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,LECOEUR,Didier,Maire,Cricqueville-en-Auge,Calvados,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,PELLERIN,Didier,Maire,Les Monceaux,Calvados,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,POZZOBON,Alain,Maire,Brie-sous-Archiac,Charente-Maritime,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,DA FONSECA,Thierry,Maire,Sexcles,Corrèze,ZEMMOUR Éric,22/02/2022,,,,,,,,
Mme,ROTILY FORCIOLI-CARRIER,Marie-Antoinette,Maire,Arbellara,Corse-du-Sud,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,FONDACCI DE PAOLI,Jean-Claude,Maire,Rapale,Haute-Corse,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,DE VALOUS,Benoît,Maire,Puits,Côte-d'Or,ZEMMOUR Éric,22/02/2022,,,,,,,,
Mme,BERTHÉ,Christine,Maire,Bouteilles-Saint-Sébastien,Dordogne,ZEMMOUR Éric,22/02/2022,,,,,,,,
Mme,VINCHON,Gwenaëlle,Maire déléguée d'une commune associée ou d'une commune déléguée,Éole-en-Beauce,Eure-et-Loir,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,DE GAULEJAC,Michel,Maire,Salerm,Haute-Garonne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,MARTIN,François,Maire,Lège,Haute-Garonne,ZEMMOUR Éric,22/02/2022,,,,,,,,
Mme,IDRAC,Michelle,Maire,Mongausy,Gers,ZEMMOUR Éric,22/02/2022,,,,,,,,
Mme,LEFETZ,Sandie,Maire,Saint-Aunix-Lengros,Gers,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,TARDY,Gerard,Maire,Lorette,Loire,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,BOUDIER,Gérard,Maire,Les Bordes,Loiret,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,COLAS,Christian,Maire,Isdes,Loiret,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,BASSAC,Benoit,Maire,Marcilly-sur-Seine,Marne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,ROKITOWSKY,Richard,Maire,Remicourt,Marne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,BIDAUT,Jean-Paul,Maire,Arbot,Haute-Marne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,DELOFFRE,Claude,Maire,Vandeléville,Meurthe-et-Moselle,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,PIERRAT,André,Maire,Klang,Moselle,ZEMMOUR Éric,22/02/2022,,,,,,,,
Mme,CLICTEUR,Catherine,Maire,Wylder,Nord,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,GOLEBIEWSKI,Jean-Pierre,Maire,Honnecourt-sur-Escaut,Nord,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,KEHL,Didier,Maire,Maretz,Nord,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,BARBET,Antoine,Maire,Villers-sur-Coudun,Oise,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,SENECHAL,Jean-Pierre,Maire,Maulers,Oise,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,LEPOIVRE,Michel,Maire,Saint-Aubin-de-Courteraie,Orne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,MONTEL,Damien,Maire,Averdoingt,Pas-de-Calais,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,LAFARGUE,Pierre,Maire,Saint-Girons-en-Béarn,Pyrénées-Atlantiques,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,MAISONNEUVE,Robert,Maire,Labatut-Rivière,Hautes-Pyrénées,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,BRINGARD,Roger Georges,Maire,Mitzach,Haut-Rhin,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,BASSET,Daniel,Maire,Saint-Étienne-la-Varenne,Rhône,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,ROBERT,René,Maire,Rignovelle,Haute-Saône,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,SIMÉON,Gilles,Maire,Amblans-et-Velotte,Haute-Saône,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,BROCHARD,Jean-Paul,Maire,Neuvillette-en-Charnie,Sarthe,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,PERTUISET,Laurent,Maire,Meillerie,Haute-Savoie,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,VALENTIN,Antoine,Maire,Saint-Jeoire,Haute-Savoie,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,HOUEL,Dominique,Maire,Ernemont-sur-Buchy,Seine-Maritime,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,KERLO,Alexis,Maire,Chaintreaux,Seine-et-Marne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,PACHOT,Joel,Maire,Villuis,Seine-et-Marne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,ANCELOT,Serge,Maire,Auffreville-Brasseuil,Yvelines,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,GUYON,Jean-Luc,Maire,Le Cardonnois,Somme,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,SELLIER,Philippe,Maire,Neuilly-le-Dien,Somme,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,RICHARD,Jean-Paul,Maire,Montbarla,Tarn-et-Garonne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,RIBOULET,Gilbert,Maire,Moissac-Bellevue,Var,ZEMMOUR Éric,22/02/2022,,,,,,,,
Mme,CHAMPIGNY,Patricia,Maire,Bournand,Vienne,ZEMMOUR Éric,22/02/2022,,,,,,,,
Mme,NEYENS,Sandrine,Maire,Gland,Yonne,ZEMMOUR Éric,22/02/2022,,,,,,,,
M.,LOMBARDO,Florent Marc,Président du conseil consulaire,Panama, Cuba, Jamaïque,Français de l'étranger,ZEMMOUR Éric,22/02/2022,,,,,,
M.,BESONHE,Grégory,Maire,Mont-Saint-Martin,Aisne,ARTHAUD Nathalie,24/02/2022,,,,,,,,
M.,MASTROTOTARO,Hubert,Maire délégué d'une commune associée ou d'une commune déléguée,Mézidon Vallée d'Auge,Calvados,ARTHAUD Nathalie,24/02/2022,,,,,,,,
M.,MEGE,André,Maire,Geyssans,Drôme,ARTHAUD Nathalie,24/02/2022,,,,,,,,
M.,MAIA,Filipe,Maire,Poisieux,Cher,ASSELINEAU François,24/02/2022,,,,,,,,
M.,OVAN,Alain,Maire,Beaulieu,Indre,ASSELINEAU François,24/02/2022,,,,,,,,
M.,BENNEZON,Vincent,Maire,Courville,Marne,ASSELINEAU François,24/02/2022,,,,,,,,
M.,YAHIAOUI,Romuald,Maire,Hellimer,Moselle,ASSELINEAU François,24/02/2022,,,,,,,,
M.,DUBRUQUE,Etienne,Maire,Lesbœufs,Somme,ASSELINEAU François,24/02/2022,,,,,,,,
Mme,ADAM,Sylvie,Maire,Les Bordes,Yonne,ASSELINEAU François,24/02/2022,,,,,,,,
M.,SEVE,François,Maire,Usinens,Haute-Savoie,BÉKAERT Corinne,24/02/2022,,,,,,,,
M.,MAYRAND,Benoît,Conseiller à l'Assemblée des Français de l'étranger,Europe centrale et orientale (y compris Russie),Français de l'étranger,BORLOO Jean-Louis,24/02/2022,,,,,,,,
M.,ROUSSET,Franck,Maire,Chevrières,Isère,CAU Marie,24/02/2022,,,,,,,,
M.,SADORI,Frédéric,Maire,Saint-Couat-du-Razès,Aude,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,HAIRIE,Wilfrid,Maire,Matha,Charente-Maritime,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,VERPAUX,Jean-Michel,Maire,Trugny,Côte-d'Or,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,LECLERCQ,Michel,Maire,Montlaur-en-Diois,Drôme,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,LEVASSEUR,Dominique,Maire,Valletot,Eure,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,DONCK,Olivier,Maire,Saint-Denis-des-Puits,Eure-et-Loir,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,GRAUPNER,Frédéric,Maire,Cintray,Eure-et-Loir,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,BELPERRON,Pierre-Rémy,Maire,La Chailleuse,Jura,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,LAMOTHE,Michel,Maire,Buanes,Landes,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,DUTRANOIS,Alain Dominique,Maire,Floressas,Lot,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,ROYER,Philippe,Maire,Saint-Utin,Marne,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,FEVRE,Jean-Marc,Maire,Flammerécourt,Haute-Marne,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,GAUTHIER,Olivier,Maire,Violot,Haute-Marne,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,MICHEL,André,Maire délégué d'une commune associée ou d'une commune déléguée,Lezéville,Haute-Marne,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
M.,MIOT,Eric,Maire délégué d'une commune associée ou d'une commune déléguée,Saints-Geosmes,Haute-Marne,DUPONT-AIGNAN Nicolas,24/02/2022,,,,,,,,
